,Rang national,Nom de l'établissement,Secteur,Taux de réussite,Note à l'écrit,Taux d'accès 6ème-3ème
1,97,Collège Saint-Joseph de Tivoli,Privé,97.33333333333333,13.933333333333332,95
2,119,Collège Sainte-Marie Grand Lebrun,Privé,99.91666666666667,14.633333333333335,91
3,159,Collège Assomption Sainte Clotilde,Privé,99.21666666666665,13.333333333333334,95
4,259,Collège Alain Fournier,Public,96.23333333333333,13.5,94
5,264,Collège Saint-Genès La Salle (site de Bordeaux),Privé,99.21666666666665,14.200000000000001,90.33333333333333
6,323,Collège Saint-Seurin,Privé,100,13.800000000000002,90.66666666666667
7,415,Collège Sainte-Marie Bastide,Privé,99.18333333333334,13.166666666666666,92
8,533,Collège Émile Combes,Public,94.88333333333333,12.366666666666667,95.33333333333333
9,600,Collège Saint-André,Public,94.35000000000001,12.866666666666665,93.33333333333333
10,1086,Collège Cassignol,Public,93.46666666666665,12.800000000000002,91.33333333333333
11,3104,Collège Albert Le Grand,Privé,99.83333333333333,13.133333333333333,80.66666666666667
12,3119,Collège Cheverus,Public,94.51666666666667,12.633333333333333,84.33333333333333
13,3353,Collège Monséjour,Public,87.8,11.300000000000002,90.66666666666667
14,4427,Collège Saint-Louis Sainte-Thérèse,Privé,92.56666666666666,11.766666666666666,83.33333333333333
15,5105,Collège Francisco Goya,Public,90.60000000000001,12.233333333333334,79.33333333333333
16,5258,Collège Blanqui,Public,79.31666666666668,10.499999999999998,88.66666666666667
17,5372,Collège Aliénor d'Aquitaine,Public,81.05,11.300000000000002,84.66666666666667
18,5806,Collège Le Mirail,Privé,87.28333333333332,10.366666666666665,82.66666666666667
19,5893,Collège Casimir Fidèle,Public,81.88333333333333,9.266666666666667,87.66666666666667
20,5971,Collège Léonard Lenoir,Public,84.10000000000001,10.600000000000001,81.66666666666667
21,6270,Collège Jacques Ellul,Public,73.48333333333333,9.266666666666667,87.33333333333333
22,6315,Collège Édouard Vaillant,Public,75.51666666666667,9.433333333333332,85.33333333333333
23,6699,Collège Notre-Dame,Privé,91.28333333333335,11.466666666666667,64.33333333333333
24,6785,Collège Toni Morrison,Public,71,7.2,78
25,6814,Collège de Bordeaux Lac,Public,54,6.6,77
