,Rang national,Nom de l'établissement,Secteur,Taux de réussite,Note à l'écrit,Taux d'accès 6ème-3ème
1,44,Collège Pierre Termier - Site Montplaisir,Privé,99.83333333333333,14.466666666666667,94.66666666666667
2,52,Collège Aux Lazaristes - La Salle,Privé,98.98333333333333,14.799999999999999,93.33333333333333
3,66,Collège Charles de Foucauld,Privé,99.59999999999998,14.566666666666668,93.33333333333333
4,90,Collège Notre-Dame de Bellecombe,Privé,97.89999999999999,14.833333333333334,92
5,92,Collège Chevreul,Privé,99.55,14.833333333333334,91.33333333333333
6,109,Collège les Chartreux - Croix Rousse,Privé,100,15.6,88
7,174,Collège Lestonnac,Privé,98.25,14.133333333333333,92.33333333333333
8,204,Collège Sainte-Marie,Privé,98.36666666666667,14.366666666666667,91
9,209,Collège du Centre scolaire La Favorite-Sainte-Thérèse,Privé,99.39999999999999,14.233333333333334,91
10,217,Collège Déborde,Privé,99.03333333333335,14.333333333333334,90.66666666666667
11,225,Collège les Chartreux - Saint-Charles,Privé,100,15.466666666666667,86.33333333333333
12,254,Collège de la cité scolaire internationale,Public,99.13333333333333,14.766666666666666,88.66666666666667
13,335,Collège Fénelon,Privé,98.60000000000001,14.300000000000002,89.33333333333333
14,337,Collège Saint-Louis de la Guillotière,Privé,96.26666666666667,13.666666666666666,92.33333333333333
15,676,Collège Vendôme,Public,94.46666666666665,13.366666666666667,91
16,705,Collège Pierre Termier - Site Montchat,Privé,97.01666666666667,13.533333333333331,89.33333333333333
17,763,Collège La Tourette,Public,94.89999999999999,13.1,91.33333333333333
18,787,Collège Notre-Dame des Minimes,Privé,98.25,12.866666666666667,90.66666666666667
19,1531,Collège Clément Marot,Public,93.31666666666668,12.666666666666666,90
20,1815,Collège Bellecombe,Public,92.21666666666665,13.199999999999998,87.66666666666667
21,1909,Collège Saint-Marc,Privé,98.38333333333333,13,85.66666666666667
22,2056,Collège Jean Moulin,Public,90.60000000000001,12.433333333333332,90
23,2263,Collège Antoine de Saint-Exupéry,Public,92.31666666666668,12.033333333333333,90
24,3363,Collège Professeur Dargent,Public,86.51666666666665,11.333333333333334,91
25,3574,Collège Raoul Dufy,Public,86.68333333333334,11.700000000000001,89
26,3701,Collège Saint-Louis - Saint-Bruno,Privé,91.31666666666666,12.733333333333333,83.33333333333333
27,3835,Collège Jean Perrin,Public,89.86666666666667,10.9,89.66666666666667
28,3958,Collège Ampère,Public,88.83333333333333,11.766666666666666,86.66666666666667
29,4247,Collège Lacassagne,Public,85.14999999999999,10.266666666666667,92
30,4272,Collège Jean Monnet,Public,90.76666666666665,12.066666666666668,83.66666666666667
31,4636,Collège Molière,Public,83.66666666666667,11.633333333333333,86.33333333333333
32,4717,Collège Victor Grignard,Public,84.81666666666668,9.799999999999999,91.66666666666667
33,5040,Collège Gilbert Dru,Public,83.03333333333333,10.633333333333333,88
34,5152,Collège Gisèle Halimi,Public,88,10.2,87
35,5340,Collège Georges Clemenceau,Public,80.14999999999999,10.466666666666667,88
36,5805,Collège Aux Lazaristes - La Salle,Privé,98.51666666666667,13.333333333333334,68.33333333333333
37,5974,Collège Gabriel Rosset,Public,75.38333333333334,9.4,89
38,6046,Collège Jean Charcot,Public,82.81666666666666,9.433333333333334,85.33333333333333
39,6051,Collège Saint-Denis,Privé,92.5,12.366666666666667,71.66666666666667
40,6108,Collège Victor Schoelcher,Public,83.88333333333334,8.266666666666667,88.33333333333333
41,6153,Collège Jean de Verrazane,Public,78.4,9.933333333333332,84.33333333333333
42,6243,Collège Jean Mermoz,Public,77.98333333333333,8.833333333333334,87.33333333333333
43,6267,Collège les Battières,Public,76.45,9.433333333333334,85.66666666666667
44,6539,Collège Alice Guy,Public,71.28,8.666666666666666,86.33333333333333
45,6550,Collège Henri Longchambon,Public,78.05,9.133333333333333,82
