,Rang national,Nom de l'établissement,Secteur,Taux de réussite,Note à l'écrit,Taux d'accès 6ème-3ème
60,6292,Collège Coin Joli Sévigné,Public,85.14,8.35,86
61,6337,Collège Jean Claude Izzo,Public,76.28,8.5,88.25
62,6340,Collège Saint Mauront,Privé,79.74,8.924999999999999,85.5
63,6362,Collège des Caillols,Public,70.74,9.3,87.25
64,6371,Collège Henri Wallon,Public,83.28,7.9,87.5
65,6433,Collège Anatole France,Public,79.47999999999999,9.275,83.25
66,6450,Collège Belle de Mai,Public,79.96000000000001,8.25,86.5
67,6451,Collège Ibn Khaldoun,Privé,100,11.799999999999999,67
68,6468,Collège Darius Milhaud,Public,71.86,8.525,88.25
69,6525,Collège Château Forbin,Public,72.38,8.975,85.5
70,6536,Collège Grande Bastide,Public,86.46000000000001,9.55,78.25
71,6539,Collège Jacques Prévert,Public,77.72,7.7749999999999995,87.5
72,6546,Collège Elsa Triolet,Public,77.08,7.975,87
73,6613,Collège Alexandre Dumas,Public,75.64,7.775,86.5
74,6635,Collège Louise Michel,Public,76.06,9,81.5
75,6671,Collège Marie Laurencin,Public,75.08,7.6499999999999995,85.5
76,6675,Collège Arthur Rimbaud,Public,75.76,7.575,85.25
77,6677,Collège Saint-Vincent-de-Paul,Privé,96.92,8.399999999999999,74.75
78,6679,Collège Joséphine BAKER,Public,67.88,7.699999999999999,87.5
79,6680,Collège Jules Ferry,Public,77.12,7.6499999999999995,84.25
80,6681,Collège Stéphane Mallarmé,Public,68.62,7.95,86.25
81,6711,Collège Katherine JOHNSON ex VALLON DES PINS,Public,67.56,7.625,86.75
82,6720,Collège Edmond Rostand,Public,73.06,7.425,85
83,6723,Collège Massenet,Public,68.96000000000001,7.15,87.25
84,6724,Collège Belsunce,Privé,91.56,9.5,71
85,6726,Collège Pont de Vivaux,Public,66.8,7.9,85.25
86,6744,Collège Jean Moulin,Public,77.58,8.675,77.75
87,6754,Collège Edouard Manet,Public,78.4,7.575,80.75
88,6791,Collège Rosa Parks,Public,71.6,6.6,84
89,6792,Collège Vieux Port,Public,71.97999999999999,8.7,76.5
90,6851,Collège Vitagliano,Privé,53.95,6.6,74
