,Rang national,Nom de l'établissement,Secteur,Taux de réussite,Note à l'écrit,Taux d'accès 6ème-3ème
1,31,Collège Saint Jean Baptiste De la Salle,Privé,97.93333333333334,14.266666666666666,97.33333333333333
2,89,Collège Sainte-Marie La Salle,Privé,99.86666666666667,13.733333333333334,95
3,596,Collège l'Assomption,Privé,99.75,14.333333333333334,86.33333333333333
4,829,Collège Clémence Royer,Public,93.30000000000001,13.066666666666668,91.66666666666667
5,1204,Collège Saint-François-Régis,Privé,98.16666666666667,13.6,86.33333333333333
6,2079,Collège Camille Claudel,Public,93.36666666666667,12.4,89
7,2555,Collège Saint-Roch,Privé,97.78333333333335,12.533333333333333,85.33333333333333
8,3311,Collège Saint-François d'Assise,Privé,94.46666666666668,12.066666666666668,85.66666666666667
9,3951,Collège la Providence,Privé,98.38333333333333,11.299999999999999,84.66666666666667
10,4209,Collège Joffre,Public,89.48333333333335,11.200000000000001,87.33333333333333
11,5460,Collège François Rabelais,Public,89.01666666666667,9.466666666666667,87.33333333333333
12,5464,Collège Leon Còrdas,Privé,96.1,12.600000000000001,74
13,5532,Collège Marcel Pagnol,Public,84.85000000000001,9.7,87.66666666666667
14,5700,Collège Fontcarrade,Public,86.85000000000001,10.033333333333333,84.66666666666667
15,5723,Collège Clemenceau,Public,86.66666666666667,10.5,83
16,5923,Collège les Garrigues,Public,79.53333333333335,10.033333333333333,85.66666666666667
17,6166,Collège Arthur Rimbaud,Public,83.95,8.700000000000001,86.33333333333333
18,6278,Collège Simone Veil,Public,84.31666666666666,9.700000000000001,81.66666666666667
19,6323,Collège Jeu de Mail,Public,84.3,10.800000000000002,77.33333333333333
20,6430,Collège Croix d'Argent,Public,78.58333333333333,8.899999999999999,84.66666666666667
21,6485,Collège les Aiguerelles,Public,82.3,9.866666666666667,79
22,6634,Collège Gérard Philipe,Public,81.60000000000001,8.6,80
23,6682,Collège les Escholiers de la Mosson,Public,74.58333333333333,7.599999999999999,84.33333333333333
