,Rang national,Nom de l'établissement,Secteur,Taux de réussite,Note à l'écrit,Taux d'accès 6ème-3ème
1,11,Collège Le Gymnase Lucie Berger et  Jean Sturm,Privé,98.93333333333334,15.399999999999999,95.66666666666667
2,48,Collège Institution La Providence,Privé,100,15.133333333333333,92
3,195,Collège Notre Dame,Privé,99.83333333333333,13.866666666666665,92.33333333333333
4,211,Collège Saint-Étienne,Privé,100,13.966666666666669,91.66666666666667
5,414,Collège Sainte-Anne,Privé,98.68333333333332,12.733333333333334,93.66666666666667
6,1259,Collège Aquiba,Privé,95.04,14.1,85.5
7,1284,Collège La Doctrine Chrétienne,Privé,97.46666666666665,12.966666666666667,88.33333333333333
8,2448,Collège Foch,Public,94.33333333333333,11.733333333333334,89.66666666666667
9,3513,Collège International de l'Esplanade Strasbourg (CIES),Public,89.83333333333333,11.799999999999999,87.66666666666667
10,3683,Collège Notre Dame de Sion,Privé,96.64999999999999,13.033333333333333,80.33333333333333
11,5671,Collège Louise Weiss,Public,84.81666666666668,9.633333333333335,87
12,5895,Collège Kléber,Public,82.01666666666667,9.633333333333333,86.33333333333333
13,5943,Collège Fustel de Coulanges,Public,79.05,9.833333333333332,86.33333333333333
14,6228,Collège Érasme,Public,78.68333333333334,8.1,89.66666666666667
15,6264,Collège Jacques Twinger,Public,75.73333333333333,9.133333333333333,87
16,6375,Collège Jules Hoffmann,Public,77.58333333333333,10.200000000000001,81.33333333333333
17,6419,Collège Louis Pasteur,Public,80.36666666666667,9.733333333333333,81.33333333333333
18,6484,Collège international Vauban,Public,86.46666666666665,11.266666666666666,72.66666666666667
19,6504,Collège Lezay Marnésia,Public,76.55000000000001,8.333333333333334,86
20,6528,Collège François Truffaut,Public,83.46666666666667,8.533333333333333,82.33333333333333
21,6546,Collège Hans Arp,Public,76.4,8.833333333333334,83.66666666666667
22,6600,Collège Jean Monnet,Public,78.83333333333333,8.4,82.66666666666667
23,6718,Collège Sophie Germain,Public,74.13333333333333,7.433333333333334,83.33333333333333
24,6755,Collège Solignac,Public,67.05,7.366666666666667,83.33333333333333
25,6790,Collège Stockfeld,Public,65.13333333333334,7.566666666666666,78
