,Rang national,Nom de l'établissement,Secteur,Taux de réussite,Note à l'écrit,Taux d'accès 6ème-3ème
1,23,Collège Saint-Joseph du Loquidy,Privé,99.93333333333334,15.333333333333334,94
2,96,Collège la Perverie Sacré-Coeur,Privé,99.06666666666666,14.133333333333333,93.66666666666667
3,483,Collège Externat des enfants Nantais,Privé,96.96666666666665,13.933333333333332,89.66666666666667
4,501,Collège Blanche de Castille,Privé,98.81666666666666,14.066666666666668,88.33333333333333
5,736,Collège Chavagnes,Privé,100,14.533333333333331,84.66666666666667
6,855,Collège Saint-Stanislas,Privé,99.3,13.733333333333334,87
7,1300,Collège Gaston Serpette,Public,91.16666666666667,13.066666666666668,90.33333333333333
8,1571,Collège Victor Hugo,Public,95.2,13.5,86.33333333333333
9,2148,Collège Notre-Dame de Toutes Aides,Privé,95.55,12.566666666666668,87.33333333333333
10,2896,Collège Hector Berlioz,Public,88.08333333333333,11.9,90
11,2925,Collège Saint-Donatien,Privé,94.39999999999999,12.733333333333334,84.66666666666667
12,3677,Collège Chantenay,Public,88.45,11.6,88.33333333333333
13,4222,Collège Sainte Madeleine Joliverie,Privé,98.08333333333333,11.799999999999999,82
14,4704,Collège Aristide Briand,Public,88.08333333333333,11.233333333333334,85.66666666666667
15,5724,Collège Simone Veil,Public,85.13333333333333,10.666666666666666,83
16,5900,Collège de Bretagne,Privé,79.44,10,86
17,5949,Collège la Noë Lambert,Public,78.56666666666666,10.466666666666667,84.33333333333333
18,5975,Collège Theophane Venard,Privé,93.06666666666666,10.666666666666666,78
19,6145,Collège La Colinière,Public,81.39999999999999,11,79.66666666666667
20,6347,Collège Libertaire Rutigliano,Public,77.51666666666667,10.866666666666667,79.33333333333333
21,6398,Collège Sophie Germain,Public,78.36666666666666,9.633333333333335,82.66666666666667
22,6503,Collège Saint-Martin,Privé,92.40000000000002,10.3,73.33333333333333
23,6543,Collège Saint Jacques de Compostelle,Privé,92.35999999999999,10.65,71.5
24,6657,Collège Stendhal,Public,68,9.4,81.66666666666667
25,6683,Collège Claude Debussy,Public,68.21666666666668,8.299999999999999,84.33333333333333
26,6783,Collège La Durantière,Public,75.23333333333333,8.4,72.66666666666667
